10:22:18:637	生成开始于 10:22...
10:22:22:044	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(482,32,482,42): error CS1061: “ElseDirectiveTriviaSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“ElseDirectiveTriviaSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:044	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(487,32,487,42): error CS1061: “EmptyStatementSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“EmptyStatementSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:044	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(492,32,492,42): error CS1061: “EndIfDirectiveTriviaSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“EndIfDirectiveTriviaSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:044	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(497,32,497,42): error CS1061: “EndRegionDirectiveTriviaSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“EndRegionDirectiveTriviaSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:044	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(512,32,512,42): error CS1061: “EqualsValueClauseSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“EqualsValueClauseSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:044	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(517,32,517,42): error CS1061: “ErrorDirectiveTriviaSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“ErrorDirectiveTriviaSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:044	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(527,32,527,42): error CS1061: “EventFieldDeclarationSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“EventFieldDeclarationSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:044	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(532,32,532,42): error CS1061: “ExplicitInterfaceSpecifierSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“ExplicitInterfaceSpecifierSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:044	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(537,32,537,42): error CS1061: “ExpressionColonSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“ExpressionColonSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:044	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(542,32,542,42): error CS1061: “ExpressionElementSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“ExpressionElementSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:044	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(547,32,547,42): error CS1061: “ExpressionOrPatternSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“ExpressionOrPatternSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:044	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(552,32,552,42): error CS1061: “ExpressionStatementSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“ExpressionStatementSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:044	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(557,32,557,42): error CS1061: “ExpressionSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“ExpressionSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:044	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(567,32,567,42): error CS1061: “FieldDeclarationSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“FieldDeclarationSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:044	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(572,32,572,42): error CS1061: “FieldExpressionSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“FieldExpressionSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:044	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(577,32,577,42): error CS1061: “FileScopedNamespaceDeclarationSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“FileScopedNamespaceDeclarationSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:044	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(582,32,582,42): error CS1061: “FinallyClauseSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“FinallyClauseSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:044	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(587,32,587,42): error CS1061: “FixedStatementSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“FixedStatementSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:044	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(597,32,597,42): error CS1061: “ForEachVariableStatementSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“ForEachVariableStatementSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:044	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(602,32,602,42): error CS1061: “ForStatementSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“ForStatementSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:045	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(612,32,612,42): error CS1061: “FunctionPointerCallingConventionSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“FunctionPointerCallingConventionSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:045	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(617,32,617,42): error CS1061: “FunctionPointerParameterListSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“FunctionPointerParameterListSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:045	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(622,32,622,42): error CS1061: “FunctionPointerParameterSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“FunctionPointerParameterSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:045	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(627,32,627,42): error CS1061: “FunctionPointerTypeSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“FunctionPointerTypeSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:045	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(632,32,632,42): error CS1061: “FunctionPointerUnmanagedCallingConventionListSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“FunctionPointerUnmanagedCallingConventionListSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:045	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(637,32,637,42): error CS1061: “FunctionPointerUnmanagedCallingConventionSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“FunctionPointerUnmanagedCallingConventionSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:045	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(647,32,647,42): error CS1061: “GlobalStatementSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“GlobalStatementSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:045	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(652,32,652,42): error CS1061: “GotoStatementSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“GotoStatementSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:045	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(657,32,657,42): error CS1061: “GroupClauseSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“GroupClauseSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:045	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(667,32,667,42): error CS1061: “IfDirectiveTriviaSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“IfDirectiveTriviaSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:045	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(672,32,672,42): error CS1061: “IfStatementSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“IfStatementSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:045	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(677,32,677,42): error CS1061: “ImplicitArrayCreationExpressionSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“ImplicitArrayCreationExpressionSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:045	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(682,32,682,42): error CS1061: “ImplicitElementAccessSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“ImplicitElementAccessSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:045	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(687,32,687,42): error CS1061: “ImplicitObjectCreationExpressionSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“ImplicitObjectCreationExpressionSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:045	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(692,32,692,42): error CS1061: “ImplicitStackAllocArrayCreationExpressionSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“ImplicitStackAllocArrayCreationExpressionSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:045	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(697,32,697,42): error CS1061: “IncompleteMemberSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“IncompleteMemberSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:045	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(702,32,702,42): error CS1061: “IndexerDeclarationSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“IndexerDeclarationSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:045	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(707,32,707,42): error CS1061: “IndexerMemberCrefSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“IndexerMemberCrefSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:045	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(712,32,712,42): error CS1061: “InitializerExpressionSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“InitializerExpressionSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:045	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(717,32,717,42): error CS1061: “InstanceExpressionSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“InstanceExpressionSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:045	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(727,32,727,42): error CS1061: “InterpolatedStringContentSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“InterpolatedStringContentSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:045	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(732,32,732,42): error CS1061: “InterpolatedStringExpressionSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“InterpolatedStringExpressionSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:045	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(737,32,737,42): error CS1061: “InterpolatedStringTextSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“InterpolatedStringTextSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:045	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(742,32,742,42): error CS1061: “InterpolationAlignmentClauseSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“InterpolationAlignmentClauseSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:045	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(747,32,747,42): error CS1061: “InterpolationFormatClauseSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“InterpolationFormatClauseSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:045	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(752,32,752,42): error CS1061: “InterpolationSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“InterpolationSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:045	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(757,32,757,42): error CS1061: “InvocationExpressionSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“InvocationExpressionSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:045	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(762,32,762,42): error CS1061: “IsPatternExpressionSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“IsPatternExpressionSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:045	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(782,32,782,42): error CS1061: “LambdaExpressionSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“LambdaExpressionSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:045	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(792,32,792,42): error CS1061: “LineDirectivePositionSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“LineDirectivePositionSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:045	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(797,32,797,42): error CS1061: “LineDirectiveTriviaSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“LineDirectiveTriviaSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:045	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(802,32,802,42): error CS1061: “LineOrSpanDirectiveTriviaSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“LineOrSpanDirectiveTriviaSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:045	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(807,32,807,42): error CS1061: “LineSpanDirectiveTriviaSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“LineSpanDirectiveTriviaSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:045	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(812,32,812,42): error CS1061: “ListPatternSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“ListPatternSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:045	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(817,32,817,42): error CS1061: “LiteralExpressionSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“LiteralExpressionSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:045	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(822,32,822,42): error CS1061: “LoadDirectiveTriviaSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“LoadDirectiveTriviaSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:045	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(827,32,827,42): error CS1061: “LocalDeclarationStatementSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“LocalDeclarationStatementSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:045	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(837,32,837,42): error CS1061: “LockStatementSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“LockStatementSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:045	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(842,32,842,42): error CS1061: “MakeRefExpressionSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“MakeRefExpressionSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:045	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(847,32,847,42): error CS1061: “MemberAccessExpressionSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“MemberAccessExpressionSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:045	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(852,32,852,42): error CS1061: “MemberBindingExpressionSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“MemberBindingExpressionSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:045	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(857,32,857,42): error CS1061: “MemberCrefSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“MemberCrefSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:045	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(862,32,862,42): error CS1061: “MemberDeclarationSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“MemberDeclarationSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:045	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(872,32,872,42): error CS1061: “NameColonSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“NameColonSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:045	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(877,32,877,42): error CS1061: “NameEqualsSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“NameEqualsSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:045	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(882,32,882,42): error CS1061: “NameMemberCrefSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“NameMemberCrefSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:045	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(887,32,887,42): error CS1061: “NamespaceDeclarationSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“NamespaceDeclarationSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:045	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(892,32,892,42): error CS1061: “NameSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“NameSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:045	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(897,32,897,42): error CS1061: “NullableDirectiveTriviaSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“NullableDirectiveTriviaSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:045	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(902,32,902,42): error CS1061: “NullableTypeSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“NullableTypeSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:046	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(907,32,907,42): error CS1061: “ObjectCreationExpressionSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“ObjectCreationExpressionSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:046	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(912,32,912,42): error CS1061: “OmittedArraySizeExpressionSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“OmittedArraySizeExpressionSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:046	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(917,32,917,42): error CS1061: “OmittedTypeArgumentSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“OmittedTypeArgumentSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:046	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(922,32,922,42): error CS1061: “OperatorDeclarationSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“OperatorDeclarationSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:046	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(927,32,927,42): error CS1061: “OperatorMemberCrefSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“OperatorMemberCrefSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:046	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(932,32,932,42): error CS1061: “OrderByClauseSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“OrderByClauseSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:046	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(937,32,937,42): error CS1061: “OrderingSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“OrderingSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:046	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(942,32,942,42): error CS1061: “ParameterListSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“ParameterListSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:046	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(952,32,952,42): error CS1061: “ParenthesizedExpressionSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“ParenthesizedExpressionSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:046	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(957,32,957,42): error CS1061: “ParenthesizedLambdaExpressionSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“ParenthesizedLambdaExpressionSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:046	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(962,32,962,42): error CS1061: “ParenthesizedPatternSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“ParenthesizedPatternSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
